domain,specification,repeat,fold,n_train,n_test,train_prompts,test_prompts,r2,rmse,mae
health,D_only,19,2,331,84,112,28,0.2103775167183044,0.4034949312204885,0.19999558269298362
health,D_only,19,3,332,83,112,28,0.3874022028063825,0.4239160755099061,0.21153248717210296
health,D_only,19,4,331,84,112,28,-3.860762292689766,0.3126761146773147,0.18593482642321607
health,F_only,0,0,331,84,112,28,-0.027218265759567872,0.3935930158859594,0.20126244576898084
health,F_only,0,1,334,81,112,28,-1.0413651951145648,0.23352937463128848,0.17964022028564325
health,F_only,0,2,331,84,112,28,0.052214311271152836,0.5076277674552334,0.23464266951601975
health,F_only,0,3,332,83,112,28,-2.5869360016531115,0.19080266285523143,0.1581548127103616
health,F_only,0,4,332,83,112,28,0.0642155192235766,0.5488471752140355,0.224249585812522
health,F_only,1,0,331,84,112,28,0.05165522754910401,0.4638386703020034,0.2063759216046905
health,F_only,1,1,331,84,112,28,0.0504410085689031,0.3609568242329096,0.21078511286477705
health,F_only,1,2,334,81,112,28,-1.8081222852032233,0.19920934184515238,0.15701778994868057
health,F_only,1,3,331,84,112,28,-0.02179421060512854,0.3462638158815669,0.18414206640675573
health,F_only,1,4,333,82,112,28,0.06572051105127052,0.5280413642332801,0.22771352320025423
health,F_only,2,0,332,83,112,28,0.06652844460925511,0.5001362118500647,0.24684575378085827
health,F_only,2,1,332,83,112,28,-0.712655426207057,0.24499742300137833,0.17779768742733662
health,F_only,2,2,331,84,112,28,-0.08143232909628595,0.25400414488790174,0.17396816972505746
health,F_only,2,3,333,82,112,28,0.025216203822601035,0.34823152043472716,0.16865845244089808
health,F_only,2,4,332,83,112,28,0.06775952569790511,0.5416359858425901,0.21741823960212
health,F_only,3,0,332,83,112,28,0.09533291420766477,0.41420723971057066,0.19590327739830513
health,F_only,3,1,331,84,112,28,-0.08219902720495953,0.3509393409667919,0.18725574400967476
health,F_only,3,2,332,83,112,28,-0.2937304161059944,0.27110156187506934,0.1846926437747374
health,F_only,3,3,334,81,112,28,0.023976298633171078,0.6183466356625954,0.26003056008208425
health,F_only,3,4,331,84,112,28,-0.05829567432369065,0.21874936084656554,0.14542132781553185
health,F_only,4,0,332,83,112,28,0.09439082934087728,0.43066279245381095,0.2093361888288674
health,F_only,4,1,332,83,112,28,0.026166201443472814,0.47042851590687434,0.22887709003865706
health,F_only,4,2,334,81,112,28,-0.8488247088101655,0.15326454577520687,0.12155115384973708
health,F_only,4,3,331,84,112,28,-0.25416383017363575,0.2279278527280054,0.17037333699999713
health,F_only,4,4,331,84,112,28,0.047003553492172,0.5395833011330847,0.24443001244445015
health,F_only,5,0,331,84,112,28,-0.05385304252855483,0.36855114665902267,0.19197920917045935
health,F_only,5,1,333,82,112,28,0.09926861448743984,0.3603961134984306,0.21168650523596078
health,F_only,5,2,332,83,112,28,0.08338790435120269,0.42195751064723214,0.2012542442536169
health,F_only,5,3,331,84,112,28,0.05729306971408776,0.45052255633390903,0.2013004162104457
health,F_only,5,4,333,82,112,28,0.05909606978122506,0.34074935031629505,0.1692361255733515
health,F_only,6,0,332,83,112,28,-1.0221997069123812,0.2122835834112425,0.16288723988890133
health,F_only,6,1,333,82,112,28,0.023784714345897018,0.5719611495911966,0.2800593936298927
health,F_only,6,2,331,84,112,28,-0.021950582642139782,0.3938201691996481,0.21120852308974813
health,F_only,6,3,332,83,112,28,0.09035110648259437,0.49170850617236356,0.20411109527418925
health,F_only,6,4,332,83,112,28,-0.7936685989221783,0.16168132760376477,0.12593026588374223
health,F_only,7,0,332,83,112,28,-0.5826567820945436,0.2322546006253829,0.1665827872500727
health,F_only,7,1,334,81,112,28,0.08983526447991064,0.4787530452901519,0.20566669229458784
health,F_only,7,2,332,83,112,28,-0.044526114656309845,0.417861526965035,0.216385486360722
health,F_only,7,3,331,84,112,28,-0.04528551087266819,0.2386450680593557,0.16747014647255418
health,F_only,7,4,331,84,112,28,0.06087938886697608,0.5244262151739586,0.230692194304813
health,F_only,8,0,332,83,112,28,-0.157524614091485,0.20949497548295765,0.15190853779445432
health,F_only,8,1,332,83,112,28,0.08318126358501088,0.5155543153241532,0.20943135322055548
health,F_only,8,2,332,83,112,28,0.03495037316051308,0.5071350270698206,0.24895412429200375
health,F_only,8,3,333,82,112,28,-0.6519423009732888,0.23460991746197205,0.17985360577139806
health,F_only,8,4,331,84,112,28,0.06505988596889412,0.39824692351313934,0.19181143871670822
health,F_only,9,0,333,82,112,28,-1.0582435580210285,0.2022566284888766,0.15194033207232105
health,F_only,9,1,331,84,112,28,-0.6928044812852148,0.17719879209644124,0.13627374104012707
health,F_only,9,2,333,82,112,28,0.04001659783978939,0.44768940459608286,0.22817904811244655
health,F_only,9,3,332,83,112,28,0.05831996537228479,0.5176298947058052,0.23691345318465676
health,F_only,9,4,331,84,112,28,0.06473980446315686,0.4922809665083381,0.22414628838660441
health,F_only,10,0,335,80,112,28,-0.023890587444009848,0.3691609908817529,0.20156045124569816
health,F_only,10,1,331,84,112,28,0.04162561278586929,0.49271335099500946,0.24903393893705225
health,F_only,10,2,332,83,112,28,0.08537445117621467,0.4387363427114667,0.1910991952744044
health,F_only,10,3,331,84,112,28,-3.5385628452935247,0.20765715203948962,0.15911957983698852
health,F_only,10,4,331,84,112,28,0.09217401482500709,0.4130727353448096,0.19104344233274956
health,F_only,11,0,331,84,112,28,0.10200999913703235,0.4002659355998002,0.18283221150661327
health,F_only,11,1,332,83,112,28,-0.006918289718497395,0.3847519846382897,0.19848695419476367
health,F_only,11,2,331,84,112,28,-0.02062427591971172,0.3627181915096503,0.19997529497725505
health,F_only,11,3,332,83,112,28,-0.11058262929437679,0.2914869624661621,0.14988060499937317
health,F_only,11,4,334,81,112,28,0.06558757361735112,0.5043305589440817,0.2460922390709678
health,F_only,12,0,331,84,112,28,0.006354564786488881,0.348514636600321,0.19305610825169764
health,F_only,12,1,335,80,112,28,-0.5703199073810821,0.2254752913324707,0.1581648058976811
health,F_only,12,2,331,84,112,28,-1.3046276807959822,0.23588749399127923,0.17624550109786916
health,F_only,12,3,332,83,112,28,0.027103930779804997,0.6361727174463401,0.26773057288397145
health,F_only,12,4,331,84,112,28,0.10598259857237369,0.41280826525635334,0.1838025504965633
health,F_only,13,0,332,83,112,28,-0.6677347887753957,0.23493776083203083,0.17407247434218132
health,F_only,13,1,332,83,112,28,0.003405282556610212,0.3482792110743753,0.17287465731962962
health,F_only,13,2,331,84,112,28,-0.11184739354396722,0.2966731349467594,0.16305800581513122
health,F_only,13,3,331,84,112,28,0.062480173222202895,0.5239029891402763,0.23614095433800106
health,F_only,13,4,334,81,112,28,0.06330757834949141,0.5054089509643094,0.23409818981857008
health,F_only,14,0,331,84,112,28,0.056490906522463136,0.3875175462962958,0.18879633759701536
health,F_only,14,1,331,84,112,28,0.09304144115331547,0.4011846878636879,0.18674279735431903
health,F_only,14,2,332,83,112,28,-0.0439636561687653,0.38500781680886037,0.19994588320393517
health,F_only,14,3,332,83,112,28,-0.17673446178994712,0.22115002179097212,0.15007377041192535
health,F_only,14,4,334,81,112,28,0.07096976744034633,0.5158416518851062,0.250746361298163
health,F_only,15,0,332,83,112,28,0.02741776120641759,0.5139567933557673,0.2524599696097954
health,F_only,15,1,331,84,112,28,-0.24826416642721583,0.21936049513010514,0.15895431142522048
health,F_only,15,2,331,84,112,28,0.11102876007905349,0.40733418717384123,0.17544816032547686
health,F_only,15,3,331,84,112,28,0.0948320386328717,0.35778692030511094,0.21001903480163045
health,F_only,15,4,335,80,112,28,0.02103112983865818,0.40457073118990927,0.18263229869924621
health,F_only,16,0,332,83,112,28,0.014641608580114762,0.4330786117722819,0.2276982277547832
health,F_only,16,1,331,84,112,28,0.0816006499739973,0.48434772928320907,0.21457180539629522
health,F_only,16,2,332,83,112,28,0.007785108147111086,0.33903769895644614,0.16753311225738704
health,F_only,16,3,333,82,112,28,0.08789647955974111,0.41150786095495406,0.19408494700592852
health,F_only,16,4,332,83,112,28,-0.13104591630245377,0.2513242572145836,0.1709793134846108
health,F_only,17,0,331,84,112,28,-0.1853707312097248,0.349973697730195,0.21330687735202072
health,F_only,17,1,331,84,112,28,0.04055775318536037,0.5815806273357016,0.25084484549407154
health,F_only,17,2,336,79,112,28,-0.9758752109727111,0.21065157444169014,0.16061096201269395
health,F_only,17,3,331,84,112,28,0.045137373961861016,0.5110045965868397,0.23629815595463233
health,F_only,17,4,331,84,112,28,-0.5846243580747139,0.1922877228402185,0.13868508113193614
health,F_only,18,0,331,84,112,28,0.10152177909425841,0.4005273596043733,0.17976171453811496
health,F_only,18,1,331,84,112,28,0.022260256253992194,0.4159327746476338,0.20077271372134212
health,F_only,18,2,335,80,112,28,0.04520328860525247,0.6092382572321455,0.264075541332965
health,F_only,18,3,332,83,112,28,-0.40606731457078715,0.22483837277110302,0.1733762007294992
health,F_only,18,4,331,84,112,28,-1.3977290730794376,0.22365297195587586,0.17795292446352762
health,F_only,19,0,335,80,112,28,-0.14119853566193008,0.30585903609487614,0.1702835577698752
health,F_only,19,1,331,84,112,28,0.011579203171018015,0.4349592715844395,0.22506621825588755
health,F_only,19,2,331,84,112,28,0.08702761321093211,0.43386753231875924,0.20912417608096842
health,F_only,19,3,332,83,112,28,0.08148032078701894,0.5190825187256982,0.22244451796649006
health,F_only,19,4,331,84,112,28,-1.1361115160808932,0.20727860438528814,0.15812741700226335
health,H+E,0,0,331,84,112,28,-0.022845141081219156,0.392754310410099,0.22977740822432566
health,H+E,0,1,334,81,112,28,-0.3112745595643205,0.18716644050637543,0.13781898378676993
health,H+E,0,2,331,84,112,28,0.004028068470992907,0.5203719117214919,0.24955731829593492
health,H+E,0,3,332,83,112,28,-1.8720163898869369,0.1707324507705016,0.14629940914541495
health,H+E,0,4,332,83,112,28,0.0716376326174385,0.5466662694438986,0.2280045158638219
health,H+E,1,0,331,84,112,28,0.0621894334654306,0.46125531824172505,0.22023851591154417
health,H+E,1,1,331,84,112,28,0.06974044236372812,0.3572698372124257,0.1867558038953487
health,H+E,1,2,334,81,112,28,-0.8454773258083794,0.16149387276850483,0.1355647135173437
health,H+E,1,3,331,84,112,28,-0.07787636174168955,0.3556393974500825,0.20073634195558443
health,H+E,1,4,333,82,112,28,0.048974708621124075,0.5327525909167105,0.2385707883279643
health,H+E,2,0,332,83,112,28,0.0643518467578642,0.5007189621013329,0.2148134343605381
health,H+E,2,1,332,83,112,28,-0.054864931508377124,0.19227594130667613,0.15086450560216702
health,H+E,2,2,331,84,112,28,-0.35684250378143134,0.2845154462787177,0.20254359742345432
health,H+E,2,3,333,82,112,28,-0.005919935381595742,0.3537493381221954,0.1863372651289183
health,H+E,2,4,332,83,112,28,0.06971734324482937,0.5410669364360229,0.22754274907645494
health,H+E,3,0,332,83,112,28,0.09974687932205095,0.4131955239622061,0.18433006843366104
health,H+E,3,1,331,84,112,28,-0.040662618597741895,0.34413866045684255,0.18283644066744548
health,H+E,3,2,332,83,112,28,-0.13066138509936343,0.25344072682525914,0.18726838754258796
health,H+E,3,3,334,81,112,28,0.015904333937414528,0.6208983128846065,0.26853372965039585
health,H+E,3,4,331,84,112,28,-0.3344624694396703,0.24563851563676578,0.17235816120280664
health,H+E,4,0,332,83,112,28,0.03928784216647574,0.44357145417698546,0.19269278283685012
health,H+E,4,1,332,83,112,28,0.06604148090864725,0.4606966048368657,0.23154876392748713
health,H+E,4,2,334,81,112,28,-1.3358882135436216,0.1722740492313357,0.14660662992822648
health,H+E,4,3,331,84,112,28,-0.3331959437008807,0.234999671450322,0.1670868072753744
health,H+E,4,4,331,84,112,28,0.05998812872249448,0.5358947831740369,0.2423172573384772
health,H+E,5,0,331,84,112,28,0.09199978484806193,0.34209814211978024,0.16225091355496407
health,H+E,5,1,333,82,112,28,-0.05512056195378978,0.3900618662454315,0.2077547274204829
health,H+E,5,2,332,83,112,28,0.09363173729940533,0.41959303884683236,0.20766405701389354
health,H+E,5,3,331,84,112,28,0.07905151619789219,0.4452929900893329,0.20685932349542885
health,H+E,5,4,333,82,112,28,-0.011544501295891463,0.35330915572263594,0.18921560523018516
health,H+E,6,0,332,83,112,28,-0.7703175087185337,0.198623198311783,0.1516516427469253
health,H+E,6,1,333,82,112,28,0.006707772244588073,0.5769421215542723,0.2742780568165233
health,H+E,6,2,331,84,112,28,0.03240393015572185,0.3832040183080011,0.21071934911136667
health,H+E,6,3,332,83,112,28,0.08457663366072476,0.493266725829493,0.2134413631209376
health,H+E,6,4,332,83,112,28,-0.6547677864832269,0.15529493559598676,0.1330989894656588
health,H+E,7,0,332,83,112,28,-0.24914150523047085,0.2063368391561063,0.15156751531735224
health,H+E,7,1,334,81,112,28,0.052725561232277895,0.4884155207222879,0.21580987132829754
health,H+E,7,2,332,83,112,28,0.023212991517066683,0.40408494767400444,0.21580162413490953
health,H+E,7,3,331,84,112,28,-0.2077641825599279,0.2565228588049717,0.16571579871321243
health,H+E,7,4,331,84,112,28,0.07408135559049955,0.5207270299763765,0.22753640905266
health,H+E,8,0,332,83,112,28,-0.46214619808710133,0.2354528185198172,0.16821393942378174
health,H+E,8,1,332,83,112,28,0.045311006558009126,0.5260943577829871,0.21641439169201462
health,H+E,8,2,332,83,112,28,0.08228135206774079,0.4945424344751002,0.23259483466216374
health,H+E,8,3,333,82,112,28,-0.4443863360191149,0.21937675859859143,0.1559497490103408
health,H+E,8,4,331,84,112,28,0.05640970245472454,0.400084997090009,0.20708607500069665
health,H+E,9,0,333,82,112,28,-0.48799002373347733,0.17197067299218377,0.13998356122353653
health,H+E,9,1,331,84,112,28,-0.6953016042408118,0.17732944041229715,0.15338018265734674
health,H+E,9,2,333,82,112,28,0.03749985038930581,0.44827586456108565,0.2306989902507668
health,H+E,9,3,332,83,112,28,0.04108458428247108,0.5223454537095287,0.24590346200140484
health,H+E,9,4,331,84,112,28,0.07490249578939279,0.48959905806247234,0.20835753339663793
health,H+E,10,0,335,80,112,28,0.03242693470585023,0.3588648422326312,0.1755217969310448
health,H+E,10,1,331,84,112,28,0.04420114627828009,0.49205084713483355,0.24047169834153997
health,H+E,10,2,332,83,112,28,0.05396471300052896,0.44620621416242684,0.20754434397532126
health,H+E,10,3,331,84,112,28,-2.60800299732679,0.1851489108284214,0.15214439816472136
health,H+E,10,4,331,84,112,28,0.09160563290277846,0.4132020257274161,0.20288153957802463
health,H+E,11,0,331,84,112,28,0.10534343793971412,0.39952232902530416,0.18001051311651806
health,H+E,11,1,332,83,112,28,0.0510037088285199,0.37352184965917073,0.19900411528319037
health,H+E,11,2,331,84,112,28,-0.1296560073182198,0.3816009950809393,0.2217341040044566
health,H+E,11,3,332,83,112,28,-0.020544076717781357,0.2794213454869506,0.16296554808317318
health,H+E,11,4,334,81,112,28,0.035972070509373566,0.5122604063852605,0.22931325729447927
health,H+E,12,0,331,84,112,28,-0.11905764273563801,0.3698550303598354,0.22664981935800377
health,H+E,12,1,335,80,112,28,0.06116080232590637,0.17434138643678038,0.13871788771152446
health,H+E,12,2,331,84,112,28,-0.5960295539838085,0.19630212193179816,0.15088305388784806
health,H+E,12,3,332,83,112,28,0.029189684173714925,0.6354904188012622,0.27076546418118297
health,H+E,12,4,331,84,112,28,0.03948506252580197,0.4278853917697819,0.18628398228965537
health,H+E,13,0,332,83,112,28,-0.34235148526992454,0.21077662924353197,0.155129788010192
health,H+E,13,1,332,83,112,28,0.06140865692843123,0.33799208774372563,0.18302491139807842
health,H+E,13,2,331,84,112,28,-0.0188291285856248,0.28399213076720375,0.1654826212379275
health,H+E,13,3,331,84,112,28,0.033292518137337135,0.5319957780834479,0.23917796024247429
health,H+E,13,4,334,81,112,28,0.07575331503313554,0.5020400644353337,0.23044081913685066
health,H+E,14,0,331,84,112,28,0.07325559826718642,0.3840593230514461,0.1874797103149096
health,H+E,14,1,331,84,112,28,0.09930908570651853,0.39979606749459756,0.1820052258738008
health,H+E,14,2,332,83,112,28,0.0861423926453947,0.36021859083726443,0.18546383235743516
health,H+E,14,3,332,83,112,28,-0.4601580342262219,0.24634722898850867,0.17208627089574677
health,H+E,14,4,334,81,112,28,0.030341551885523232,0.5270003162115838,0.25251275756537783
health,H+E,15,0,332,83,112,28,0.08029404398253481,0.4997904382942148,0.21860256190488445
health,H+E,15,1,331,84,112,28,-0.4598531712043845,0.2372246173384433,0.16545289057732754
health,H+E,15,2,331,84,112,28,0.08097853663556998,0.41416160332941904,0.21010504458352278
health,H+E,15,3,331,84,112,28,-0.09122391360308102,0.39284100235715075,0.2171046067199267
health,H+E,15,4,335,80,112,28,0.09102010006196803,0.38984068302995817,0.16994356648439454
health,H+E,16,0,332,83,112,28,0.0975020106962825,0.4144696627994239,0.20273404962198324
health,H+E,16,1,331,84,112,28,0.046450090155816026,0.49352959294633014,0.23113333303859968
health,H+E,16,2,332,83,112,28,0.07835172314301164,0.32675912850042554,0.1487812160439602
health,H+E,16,3,333,82,112,28,0.07252690350316338,0.41496047322617824,0.20059346400230105
health,H+E,16,4,332,83,112,28,-0.41289410264010806,0.2808982903018695,0.1953574664187088
health,H+E,17,0,331,84,112,28,-0.10367966286226205,0.3376990402834096,0.19439558998948595
health,H+E,17,1,331,84,112,28,0.03756847553098808,0.5824859209813273,0.24942239739222213
health,H+E,17,2,336,79,112,28,-0.5493112240863796,0.18653240370794336,0.14312712501006966
health,H+E,17,3,331,84,112,28,0.03442974023756895,0.5138617593981545,0.2468987399252523
health,H+E,17,4,331,84,112,28,-0.5852482736222062,0.19232557392223787,0.15515047376856994
health,H+E,18,0,331,84,112,28,0.05064439542977428,0.4117113785073535,0.20202598361157367
health,H+E,18,1,331,84,112,28,0.06066912473637487,0.40768131532862045,0.217044152448903
health,H+E,18,2,335,80,112,28,0.04207737064781658,0.6102347377396897,0.2575742163075957
health,H+E,18,3,332,83,112,28,-0.6185947204473978,0.2412328439481945,0.17167446635827116
health,H+E,18,4,331,84,112,28,-0.6801947695876742,0.18722094505701603,0.14360119063981408
health,H+E,19,0,335,80,112,28,0.02138723967069389,0.2832344983013102,0.1632080584056907
health,H+E,19,1,331,84,112,28,0.06448102611115991,0.4231593637551807,0.2026954988467789
health,H+E,19,2,331,84,112,28,0.08198943765762534,0.43506301940724773,0.21450826732338382
health,H+E,19,3,332,83,112,28,0.03621117939139651,0.5317201428567189,0.23498337189127508
health,H+E,19,4,331,84,112,28,-1.5706835178366494,0.22738762295481485,0.174048908326174
health,H+D,0,0,331,84,112,28,-0.06225714656545622,0.400249545671175,0.2218691624298906
health,H+D,0,1,334,81,112,28,-0.052616783349289875,0.16769353065446438,0.11946570999371417
health,H+D,0,2,331,84,112,28,0.36461372187492835,0.4156322254337827,0.23242751517683816
health,H+D,0,3,332,83,112,28,-2.1651716416091933,0.1792343521616881,0.13267078296111154
health,H+D,0,4,332,83,112,28,0.28110746577424295,0.4810558504956881,0.2231362009898511
health,H+D,1,0,331,84,112,28,0.42323148529271437,0.3617300580050644,0.18665325132038987
health,H+D,1,1,331,84,112,28,0.40992295333797846,0.28454348245802424,0.16876493029959733
health,H+D,1,2,334,81,112,28,-2.190937448051492,0.212354191683853,0.1407706966496221
health,H+D,1,3,331,84,112,28,-0.006758863431659767,0.34370679868024795,0.193902452468756
health,H+D,1,4,333,82,112,28,0.23280902416323546,0.47849927054099234,0.23615982041350345
health,H+D,2,0,332,83,112,28,0.3688656921935165,0.4112431246408193,0.20133915422992915
health,H+D,2,1,332,83,112,28,0.0011906650685848952,0.18709742705190063,0.13163071576528895
health,H+D,2,2,331,84,112,28,-0.7313945894771272,0.32139503052212187,0.19553715788086987
health,H+D,2,3,333,82,112,28,-0.024613288514699683,0.3570211301659964,0.18753750711843323
health,H+D,2,4,332,83,112,28,0.3440415502573978,0.45434075878468605,0.21359673855776973
health,H+D,3,0,332,83,112,28,0.25713107124294987,0.37534392184568405,0.17696250755934442
health,H+D,3,1,331,84,112,28,-0.40078769746726217,0.39926813025039565,0.22701373538222547
health,H+D,3,2,332,83,112,28,-0.32541784443557464,0.2744015321416338,0.1674404131346826
health,H+D,3,3,334,81,112,28,0.319604120463551,0.5162768571568467,0.24945699482571151
health,H+D,3,4,331,84,112,28,-0.08275543338912095,0.221262832707667,0.12655129125631562
health,H+D,4,0,332,83,112,28,0.3844802088692556,0.3550487246570719,0.17749483829025126
health,H+D,4,1,332,83,112,28,0.33612716654013586,0.38841291878176426,0.22847792254046184
health,H+D,4,2,334,81,112,28,-0.16746264809685618,0.12179103786291991,0.10455004882199077
health,H+D,4,3,331,84,112,28,-0.29256308511752427,0.2313908266172083,0.14811177802430836
health,H+D,4,4,331,84,112,28,0.18568883120865454,0.4987788802299038,0.2651764711118406
health,H+D,5,0,331,84,112,28,0.3376290666734587,0.2921853070035422,0.15599238273191907
health,H+D,5,1,333,82,112,28,0.13396163685788354,0.3533873638468422,0.2066041395892848
health,H+D,5,2,332,83,112,28,0.23677859591737038,0.38503587880907036,0.19103448086577424
health,H+D,5,3,331,84,112,28,0.42345102373534427,0.35232729738337304,0.18727005833136567
health,H+D,5,4,333,82,112,28,0.18981479505810472,0.3161946731594511,0.17300262917101794
health,H+D,6,0,332,83,112,28,-0.4602094270993733,0.18038979393009927,0.13173823984540672
health,H+D,6,1,333,82,112,28,0.33986329235012913,0.4703386518711566,0.25372948975169735
health,H+D,6,2,331,84,112,28,-0.08811017527831289,0.4063679446955096,0.22528114032820182
health,H+D,6,3,332,83,112,28,0.3080929679562433,0.4288394158494119,0.1925776911855619
health,H+D,6,4,332,83,112,28,-0.983024962935793,0.17000153965077458,0.1283733070563416
health,H+D,7,0,332,83,112,28,-0.03967373128634577,0.18824328345215252,0.12998930486697766
health,H+D,7,1,334,81,112,28,0.44662060776360313,0.37330433925981416,0.18496603416792468
health,H+D,7,2,332,83,112,28,0.18156000942938777,0.36988452042084896,0.21453999927946826
health,H+D,7,3,331,84,112,28,-0.33259780680332796,0.2694539443479008,0.15745628107746004
health,H+D,7,4,331,84,112,28,0.26222722339479176,0.46482022874335793,0.23492601622891912
health,H+D,8,0,332,83,112,28,-0.9982947496749004,0.27525693367248316,0.16897498757880963
health,H+D,8,1,332,83,112,28,0.38565232073466227,0.42202657305936253,0.2113363626796858
health,H+D,8,2,332,83,112,28,0.294096509940309,0.4337319838370474,0.19657936974338808
health,H+D,8,3,333,82,112,28,-1.1954928031217826,0.2704674076881819,0.17034265005657206
health,H+D,8,4,331,84,112,28,0.43468476943819256,0.309674807118711,0.17791580748663466
health,H+D,9,0,333,82,112,28,-0.9067366097546394,0.19467031593121892,0.13618722820585116
health,H+D,9,1,331,84,112,28,-0.2492493651801242,0.15222357801385797,0.12208714349612361
health,H+D,9,2,333,82,112,28,0.22592761646899218,0.4020089673500934,0.23157289514308935
health,H+D,9,3,332,83,112,28,0.21204014416390826,0.47349970734684904,0.23152372396302273
health,H+D,9,4,331,84,112,28,0.4411739269911593,0.38052671266783283,0.19726819662715633
health,H+D,10,0,335,80,112,28,0.2526869738300652,0.31538446978762014,0.17029838339103748
health,H+D,10,1,331,84,112,28,0.32627048994298236,0.4131136226689028,0.2243628285080474
health,H+D,10,2,332,83,112,28,0.3874425607864197,0.35905035099035026,0.1894224321588236
health,H+D,10,3,331,84,112,28,-4.337398972043611,0.2251917887205744,0.141151597948444
health,H+D,10,4,331,84,112,28,0.2249922409218793,0.38166141050531477,0.19121455759452777
health,H+D,11,0,331,84,112,28,0.28762867858650853,0.3565053852681621,0.1581653720774899
health,H+D,11,1,332,83,112,28,0.181133933468002,0.3469686139573815,0.18634941792097878
health,H+D,11,2,331,84,112,28,-0.20458522922048128,0.394053470876161,0.23321045366949059
health,H+D,11,3,332,83,112,28,0.12780461848517888,0.2583155721308331,0.14238271361394314
health,H+D,11,4,334,81,112,28,0.3895675535411617,0.40762873052679544,0.21449803737582554
health,H+D,12,0,331,84,112,28,-0.12508311073760692,0.370849419637607,0.21488650153405947
health,H+D,12,1,335,80,112,28,-0.26349700704840906,0.20225161458735566,0.13712320662513228
health,H+D,12,2,331,84,112,28,-0.8186484192222723,0.20954577289467163,0.13935397833987873
health,H+D,12,3,332,83,112,28,0.32655967819676945,0.5292871786593975,0.2571723685787336
health,H+D,12,4,331,84,112,28,0.38337170275491583,0.34283655581850003,0.16952015285373906
health,H+D,13,0,332,83,112,28,-0.871850889890891,0.24890003417712206,0.15839266462850604
health,H+D,13,1,332,83,112,28,0.47343680855106884,0.25315908084783506,0.13673099954715598
health,H+D,13,2,331,84,112,28,-0.07646265400447194,0.29191412729206795,0.1755908187712611
health,H+D,13,3,331,84,112,28,0.22645611842042346,0.4758862136306026,0.23434502892378367
health,H+D,13,4,334,81,112,28,0.41708100873392795,0.39870210466331407,0.21935249398756274
health,H+D,14,0,331,84,112,28,0.4928100805443786,0.2841211953029651,0.159860637088503
health,H+D,14,1,331,84,112,28,0.23970056575338905,0.3673186341125418,0.16891104065613152
health,H+D,14,2,332,83,112,28,0.1570571107529214,0.34596003546389575,0.19020622641611137
health,H+D,14,3,332,83,112,28,-1.3761350079105283,0.3142558035103097,0.1880948084505354
health,H+D,14,4,334,81,112,28,0.32635733351242824,0.43925455740817043,0.2250621129529503
health,H+D,15,0,332,83,112,28,0.4589681623125842,0.3833318057170594,0.19842157747386116
health,H+D,15,1,331,84,112,28,-0.8487854477571863,0.2669613703694814,0.16498128463803163
health,H+D,15,2,331,84,112,28,0.2497005378443654,0.37421769868505544,0.18103999620191852
health,H+D,15,3,331,84,112,28,0.07196001432531152,0.3622790477034407,0.21572502123354342
health,H+D,15,4,335,80,112,28,0.359630597199756,0.3272090491405048,0.16308322200139078
health,H+D,16,0,332,83,112,28,0.4019887108615885,0.33738387156500643,0.1945995224123819
health,H+D,16,1,331,84,112,28,0.36921862175992826,0.4014032791707381,0.20283580384308944
health,H+D,16,2,332,83,112,28,0.2582992390279384,0.2931294705956,0.1538299028420078
health,H+D,16,3,333,82,112,28,0.052870799797662404,0.41933458526911926,0.23058789195696136
health,H+D,16,4,332,83,112,28,-0.0459941337995744,0.24169012933385398,0.1376389235250578
health,H+D,17,0,331,84,112,28,0.20346297634784205,0.2868872779706039,0.17029431973218012
health,H+D,17,1,331,84,112,28,0.3932175982466294,0.4625056058852321,0.2394332850139247
health,H+D,17,2,336,79,112,28,-0.01750347275483133,0.15116557598796956,0.10607489311023457
health,H+D,17,3,331,84,112,28,0.14194297849490978,0.48440925706468846,0.2526596239275374
health,H+D,17,4,331,84,112,28,-1.4984543373617738,0.24144827162722612,0.15235786597215814
health,H+D,18,0,331,84,112,28,0.3247310373875918,0.3472296518188933,0.1885023850579303
health,H+D,18,1,331,84,112,28,0.4144417144312108,0.32188191318928744,0.1890502286649737
health,H+D,18,2,335,80,112,28,0.29121357380403645,0.5249155106000557,0.2526933122593091
health,H+D,18,3,332,83,112,28,-0.9463616155814918,0.2645325648301157,0.1623311344304761
health,H+D,18,4,331,84,112,28,-0.6848307442852903,0.18747905610873195,0.1292520947494848
health,H+D,19,0,335,80,112,28,0.0955600739579634,0.27228930007860386,0.14827151299926963
health,H+D,19,1,331,84,112,28,0.40001075134386566,0.33888269289588024,0.1944230082978196
health,H+D,19,2,331,84,112,28,0.21216138297525788,0.4030388981230793,0.19910819599140195
health,H+D,19,3,332,83,112,28,0.3889252230822835,0.4233887845462927,0.21176019299322602
health,H+D,19,4,331,84,112,28,-3.949998413596699,0.31553318776614553,0.18826271452461457
health,H+F,0,0,331,84,112,28,-0.03415134499985695,0.3949190352383648,0.20687546130030104
health,H+F,0,1,334,81,112,28,-1.1743417256002613,0.2410155499132512,0.18849969194897373
health,H+F,0,2,331,84,112,28,0.06675544677232326,0.5037186476955937,0.2311246018221304
health,H+F,0,3,332,83,112,28,-2.699585445949714,0.19377562600287623,0.16045930827140864
health,H+F,0,4,332,83,112,28,0.07578510862750087,0.5454437817199251,0.22415665655598074
